BLEU,ROUGE1,ROUGE2,ROUGEL,METEOR,GLEU,Repetition Rate,Flesch Reading Ease,CoSIM,BERT Score,Toxicity,Novelty,Diversity
0.002,0.0095,0.0,0.0095,0.0035,0.011,0.8841,11.1136,0.1656,0.3564,0.2187,0.1014,0.1159
0.0007,0.021,0.0,0.0168,0.0011,0.0053,0.9704,3.6415,0.3518,0.3395,0.996,0.0169,0.0296
0.0006,0.0134,0.0,0.0089,0.0009,0.0041,0.9711,3.5519,0.222,0.3423,0.996,0.0206,0.0289
0.0111,0.1425,0.0085,0.1425,0.0144,0.0494,0.8729,12.1495,0.4124,0.364,0.0171,0.0593,0.1271
0.0027,0.0319,0.0,0.0319,0.0079,0.0215,0.8729,10.3004,0.1962,0.3705,0.012,0.0847,0.1271
0.0294,0.4643,0.0901,0.2143,0.3206,0.1442,0.3407,41.53,0.3893,0.6764,0.0043,0.5955,0.6593
0.0248,0.3564,0.07,0.2079,0.3254,0.1142,0.3407,41.53,0.4195,0.6666,0.0043,0.7079,0.6593
0.0006,0.0195,0.0,0.0156,0.0006,0.0054,0.9803,2.0997,0.4512,0.361,0.0024,0.0079,0.0197
0.0007,0.0134,0.0,0.0134,0.0011,0.0052,0.9749,2.7473,0.401,0.344,0.1544,0.016,0.0251
0.0032,0.0505,0.0042,0.0505,0.0017,0.0109,0.9736,2.1122,0.2378,0.3844,0.293,0.0144,0.0264
0.0007,0.0176,0.0,0.0176,0.0012,0.004,0.9724,2.4339,0.2489,0.3204,0.0947,0.023,0.0276
0.0056,0.0905,0.0,0.0804,0.0147,0.0426,0.8571,8.7658,0.5446,0.3591,0.0018,0.0756,0.1429
0.0051,0.0645,0.0,0.0538,0.0157,0.0279,0.7881,18.4838,0.3696,0.4229,0.0029,0.1525,0.2119
0.0023,0.0867,0.0,0.0619,0.014,0.0309,0.8191,18.8337,0.1902,0.2845,0.0427,0.0957,0.1809
0.0033,0.0641,0.0,0.0385,0.0117,0.0243,0.8191,18.8337,0.2013,0.4216,0.0427,0.1383,0.1809
0.002,0.0332,0.0,0.0276,0.0048,0.0179,0.9189,8.9888,0.2095,0.2467,0.0701,0.045,0.0811
0.0244,0.3495,0.0588,0.1553,0.3075,0.1142,0.3407,41.53,0.4624,0.6605,0.0043,0.6854,0.6593
0.008,0.0612,0.0164,0.0571,0.0016,0.0152,0.9776,1.7309,0.1994,0.3424,0.0007,0.0045,0.0224
0.0015,0.0234,0.0047,0.0234,0.0012,0.0077,0.9795,1.837,0.1764,0.3371,0.0013,0.0102,0.0205
0.005,0.0739,0.0,0.0647,0.0077,0.029,0.8761,13.0955,0.6166,0.3686,0.0035,0.0619,0.1239
0.0029,0.0538,0.0,0.0538,0.0073,0.0247,0.8761,13.0955,0.3043,0.4369,0.0035,0.0885,0.1239
0.005,0.0478,0.0193,0.0287,0.0061,0.0211,0.9167,9.4828,0.5011,0.3524,0.2397,0.0379,0.0833
0.0023,0.02,0.0,0.02,0.0046,0.0153,0.9167,9.4828,0.2429,0.3899,0.2397,0.0606,0.0833
0.0209,0.4495,0.0567,0.1766,0.293,0.1357,0.3407,41.53,0.3516,0.6282,0.0043,0.5955,0.6593
0.0276,0.3582,0.0804,0.199,0.3127,0.118,0.3407,41.53,0.4663,0.6602,0.0043,0.7079,0.6593
0.005,0.0518,0.0105,0.0311,0.0096,0.0247,0.8673,14.6823,0.2798,0.3714,0.206,0.0885,0.1327
0.0023,0.0098,0.0,0.0098,0.0036,0.0139,0.8898,10.7769,0.1028,0.404,0.1464,0.0945,0.1102
0.0031,0.1073,0.0099,0.0878,0.0125,0.0346,0.8462,13.8004,0.4176,0.4462,0.0619,0.094,0.1538
0.005,0.043,0.0109,0.043,0.0104,0.026,0.8462,13.8004,0.4464,0.4692,0.0619,0.1026,0.1538
0.0197,0.3843,0.0291,0.1729,0.2442,0.1126,0.2832,38.28,0.293,0.6281,0.0051,0.6667,0.7168
0.0029,0.0471,0.0,0.0471,0.0045,0.0211,0.9118,7.8419,0.1675,0.3514,0.6173,0.0588,0.0882
0.0163,0.1531,0.029,0.1148,0.0238,0.0502,0.8182,19.8198,0.5528,0.4379,0.0521,0.0992,0.1818
0.0456,0.3365,0.0583,0.2115,0.2999,0.1089,0.4307,41.03,0.2729,0.6066,0.0044,0.7179,0.5693
0.0493,0.208,0.0299,0.1605,0.0349,0.0915,0.8015,8.9,0.5526,0.3214,0.001,0.0809,0.1985
0.0148,0.2729,0.0204,0.1364,0.2455,0.1101,0.2991,37.68,0.4566,0.403,0.0049,0.561,0.7009
0.0046,0.1233,0.0069,0.1096,0.0169,0.041,0.812,20.1774,0.4074,0.3351,0.0187,0.094,0.188
0.0555,0.31,0.0707,0.17,0.2882,0.1187,0.3385,43.26,0.5279,0.6341,0.0052,0.7442,0.6615
0.0248,0.2013,0.0142,0.1077,0.195,0.0854,0.2793,38.69,0.2204,0.3829,0.0048,0.6375,0.7207
0.0008,0.0218,0.0,0.0174,0.0027,0.0076,0.9547,3.0338,0.2328,0.3818,0.0068,0.0327,0.0453
0.0128,0.1217,0.0263,0.0783,0.0189,0.0463,0.7951,20.2441,0.3392,0.4148,0.002,0.1148,0.2049
0.009,0.1202,0.011,0.1202,0.0114,0.0683,0.9182,4.7893,0.3308,0.4076,0.0059,0.0273,0.0818
0.0049,0.1586,0.0145,0.1442,0.0129,0.0439,0.8689,12.844,0.4637,0.3608,0.0261,0.0656,0.1311
0.0026,0.0323,0.0,0.0323,0.0078,0.0173,0.8718,11.475,0.2466,0.3872,0.0009,0.1026,0.1282
0.0025,0.0502,0.0,0.0418,0.0065,0.024,0.8815,3.7966,0.1928,0.3984,0.243,0.0815,0.1185
0.0029,0.0694,0.0,0.0694,0.0081,0.0233,0.875,8.5962,0.424,0.3427,0.9175,0.0938,0.125
0.027,0.3209,0.054,0.1961,0.2652,0.1132,0.3306,36.66,0.3836,0.6221,0.0046,0.7037,0.6694
0.0027,0.0223,0.0,0.0223,0.0067,0.0179,0.8584,11.2255,0.382,0.3958,0.0032,0.115,0.1416
0.0015,0.027,0.0,0.027,0.0036,0.0154,0.9291,7.5472,0.2708,0.2457,0.0117,0.0394,0.0709
0.0118,0.0773,0.0112,0.0552,0.0192,0.0372,0.7798,20.1344,0.3961,0.4444,0.9921,0.1651,0.2202
0.0186,0.3275,0.0339,0.1596,0.2395,0.1082,0.2793,38.69,0.3356,0.5663,0.0048,0.65,0.7207
0.0027,0.0552,0.0,0.0552,0.0124,0.0215,0.8051,18.7719,0.2067,0.4465,0.0096,0.1525,0.1949
0.0089,0.1131,0.0134,0.0998,0.0197,0.0383,0.7742,16.8498,0.5463,0.4292,0.0003,0.1048,0.2258
0.0493,0.2401,0.0547,0.1133,0.2434,0.1129,0.3407,41.53,0.4829,0.4345,0.0043,0.6404,0.6593
0.0173,0.2038,0.0319,0.1132,0.2058,0.093,0.3333,36.25,0.5232,0.386,0.0049,0.6463,0.6667
0.2769,0.4038,0.233,0.3077,0.3798,0.2905,0.328,35.95,0.538,0.6511,0.0105,0.6071,0.672
0.0009,0.0693,0.0037,0.0547,0.0039,0.0151,0.9443,6.1408,0.2938,0.4593,0.0019,0.0312,0.0557
0.0013,0.0516,0.0037,0.0405,0.0048,0.0087,0.935,7.315,0.4504,0.4257,0.0028,0.0467,0.065
0.0102,0.1856,0.0187,0.1423,0.0146,0.0574,0.875,8.2163,0.4092,0.3349,0.0004,0.0167,0.125
0.0206,0.2667,0.0337,0.1444,0.2533,0.0844,0.3333,36.25,0.4669,0.6212,0.0047,0.7927,0.6667
0.0459,0.2898,0.0455,0.1546,0.228,0.1246,0.3333,36.25,0.5307,0.4866,0.0122,0.5854,0.6667
0.018,0.3374,0.0581,0.1564,0.2222,0.1081,0.3254,35.65,0.5008,0.5368,0.0113,0.7059,0.6746
0.0025,0.0591,0.0,0.0591,0.0075,0.0316,0.9079,7.8347,0.4121,0.3849,0.0198,0.0592,0.0921
0.0027,0.0639,0.0,0.0639,0.0084,0.0337,0.8815,9.6273,0.1692,0.3452,0.2926,0.0593,0.1185
0.0014,0.0359,0.008,0.0239,0.0026,0.0087,0.9609,4.3956,0.4977,0.4368,0.001,0.023,0.0391
0.0007,0.027,0.0045,0.0225,0.0024,0.0058,0.9518,5.4795,0.2246,0.3483,0.0148,0.0344,0.0482
0.001,0.0362,0.0,0.0362,0.0039,0.0157,0.9582,2.4599,0.42,0.373,0.1023,0.0287,0.0418
0.0124,0.2,0.0192,0.1905,0.0209,0.0565,0.8595,9.1149,0.4647,0.3551,0.0004,0.0661,0.1405
0.0035,0.0851,0.0057,0.0794,0.0082,0.0313,0.8947,10.7438,0.6971,0.3572,0.0101,0.0451,0.1053
0.0049,0.1415,0.0286,0.1132,0.0216,0.0283,0.792,15.2149,0.5256,0.4366,0.005,0.144,0.208
0.0257,0.2835,0.0596,0.1359,0.251,0.1167,0.2793,38.69,0.3272,0.4437,0.0048,0.5625,0.7207
0.0021,0.0462,0.0058,0.0462,0.0034,0.0128,0.9592,2.1823,0.363,0.344,0.0445,0.0272,0.0408
0.0017,0.0176,0.0,0.0176,0.0049,0.0174,0.8727,10.2708,0.2011,0.3161,0.2234,0.0909,0.1273
0.0034,0.1641,0.0,0.1436,0.034,0.0463,0.7117,18.3347,0.4765,0.4882,0.0192,0.2072,0.2883
0.0011,0.0361,0.0,0.0361,0.0015,0.0096,0.9688,1.4512,0.3443,0.3393,0.0024,0.0139,0.0312
0.002,0.0484,0.0044,0.0484,0.0013,0.012,0.9714,1.3269,0.4287,0.3467,0.0038,0.0127,0.0286
0.0008,0.0615,0.0,0.0615,0.0022,0.0091,0.9565,0.0,0.486,0.3789,0.0707,0.0314,0.0435
0.0947,0.4587,0.1248,0.233,0.3361,0.1789,0.3333,42.04,0.3643,0.6004,0.0052,0.5795,0.6667
0.048,0.2308,0.0266,0.1253,0.2232,0.1054,0.3252,36.25,0.2276,0.4641,0.0065,0.6988,0.6748
0.0029,0.0791,0.0,0.0678,0.0234,0.0267,0.7456,15.8733,0.3461,0.4662,0.0107,0.2105,0.2544
0.0038,0.0956,0.0168,0.079,0.0174,0.0416,0.8381,6.6574,0.5783,0.2224,0.0474,0.0762,0.1619
0.0029,0.0541,0.0,0.0541,0.0067,0.0242,0.8957,10.8183,0.5657,0.3979,0.0016,0.0696,0.1043
0.0038,0.0395,0.0,0.0395,0.0092,0.0364,0.9032,9.2981,0.5482,0.2739,0.2289,0.0484,0.0968
0.0026,0.0612,0.0,0.051,0.0082,0.0237,0.8906,10.2654,0.5019,0.4034,0.0021,0.0703,0.1094
0.0181,0.2454,0.0275,0.1036,0.2303,0.0991,0.3306,36.66,0.3815,0.437,0.0046,0.642,0.6694
0.0058,0.0404,0.0,0.0404,0.0124,0.0467,0.8889,9.86,0.312,0.2808,0.4983,0.0667,0.1111
0.0024,0.0859,0.0079,0.0859,0.0105,0.0292,0.8548,16.0714,0.3993,0.4308,0.0041,0.0968,0.1452
0.0028,0.0796,0.0,0.0697,0.0105,0.0283,0.872,10.8068,0.2545,0.4138,0.0019,0.096,0.128
0.0021,0.0431,0.0,0.0359,0.0034,0.0208,0.9185,9.1743,0.3089,0.3404,0.0004,0.0296,0.0815
0.0332,0.5045,0.1,0.2252,0.3396,0.1554,0.3407,41.53,0.3803,0.6756,0.0043,0.573,0.6593
0.0022,0.0561,0.0141,0.0491,0.005,0.0233,0.913,5.7924,0.4953,0.3165,0.0012,0.0348,0.087
0.0016,0.0168,0.0,0.0126,0.0015,0.0076,0.9674,3.3248,0.5811,0.3836,0.0028,0.0209,0.0326
0.0021,0.0439,0.0,0.0439,0.0046,0.0203,0.9167,7.4062,0.206,0.2747,0.0093,0.0463,0.0833
0.0029,0.0337,0.0,0.0337,0.0041,0.0226,0.9167,7.4062,0.1817,0.3457,0.0093,0.0556,0.0833
0.0089,0.0897,0.006,0.0777,0.0085,0.0393,0.8938,10.8444,0.4149,0.2918,0.0065,0.0265,0.1062
0.0055,0.093,0.0,0.0698,0.0101,0.0336,0.8938,10.8444,0.4724,0.3587,0.0065,0.0442,0.1062
0.0239,0.3378,0.0597,0.1604,0.2974,0.1166,0.292,38.28,0.4387,0.5643,0.0095,0.65,0.708
0.0052,0.1518,0.0127,0.1265,0.0157,0.046,0.8571,7.8914,0.6344,0.3215,0.2833,0.0672,0.1429
0.024,0.2571,0.0632,0.138,0.2518,0.1077,0.2832,38.28,0.3919,0.4708,0.0049,0.6296,0.7168
0.004,0.0694,0.0155,0.0578,0.0021,0.0163,0.9709,2.7828,0.3254,0.3591,0.0195,0.0134,0.0291
0.0045,0.0677,0.0,0.0474,0.008,0.023,0.8898,12.6214,0.357,0.3101,0.0068,0.0551,0.1102
0.0024,0.0898,0.007,0.0622,0.0078,0.0269,0.8898,12.6214,0.48,0.32,0.0068,0.0315,0.1102
0.0021,0.0716,0.0056,0.0385,0.0161,0.0319,0.81,22.2222,0.4465,0.2657,0.9114,0.11,0.19
0.0016,0.0389,0.0,0.0302,0.0043,0.0224,0.9175,8.9744,0.0711,0.1609,0.0935,0.0412,0.0825
0.0136,0.2269,0.0196,0.1167,0.1824,0.0814,0.2793,38.69,0.3402,0.4669,0.0048,0.7125,0.7207
0.0113,0.1652,0.0245,0.1263,0.016,0.0637,0.8692,10.6158,0.625,0.2794,0.0193,0.0538,0.1308
0.023,0.315,0.0622,0.1781,0.2815,0.1213,0.3306,36.66,0.426,0.5329,0.0046,0.5802,0.6694
0.0722,0.4021,0.0881,0.1923,0.3265,0.1642,0.3407,41.53,0.5096,0.5269,0.0043,0.4719,0.6593
0.0063,0.0922,0.0049,0.0825,0.0166,0.0679,0.8729,12.571,0.3893,0.2631,0.0005,0.0593,0.1271
0.0057,0.1498,0.0318,0.1498,0.0206,0.0558,0.8636,11.7329,0.3924,0.3125,0.0005,0.0727,0.1364
0.003,0.0059,0.0,0.0059,0.0011,0.0196,0.9757,0.6415,0.367,0.2526,0.9859,0.0146,0.0243
0.0068,0.345,0.0294,0.1754,0.0974,0.1047,0.6051,15.9078,0.3163,0.5065,0.0101,0.2513,0.3949
0.0065,0.1963,0.0203,0.0957,0.1762,0.0777,0.3306,36.66,0.3024,0.4048,0.0046,0.679,0.6694
0.0042,0.0646,0.0139,0.0507,0.0088,0.032,0.8906,10.4174,0.3573,0.2547,0.3375,0.0391,0.1094
0.0056,0.1592,0.0073,0.1375,0.0109,0.0505,0.906,10.2392,0.6068,0.369,0.0098,0.0085,0.094
0.0047,0.1613,0.0246,0.132,0.0137,0.0546,0.906,10.2392,0.4809,0.2613,0.0098,0.0256,0.094
0.0022,0.102,0.0069,0.102,0.0075,0.0294,0.9077,5.7358,0.4037,0.3672,0.0167,0.0462,0.0923
0.0346,0.3194,0.0619,0.1597,0.2495,0.1119,0.3407,41.53,0.4074,0.5234,0.0043,0.6629,0.6593
0.0042,0.0878,0.0068,0.0878,0.0065,0.0342,0.9174,9.3458,0.275,0.3147,0.0032,0.0248,0.0826
0.0036,0.0944,0.005,0.0894,0.0087,0.0352,0.8912,11.3965,0.143,0.2912,0.0009,0.068,0.1088
0.0033,0.0465,0.0052,0.0362,0.0052,0.0249,0.9091,10.5216,0.1845,0.2297,0.04,0.0364,0.0909
0.0023,0.09,0.0,0.0836,0.0131,0.0309,0.8426,11.97,0.2727,0.2901,0.1283,0.1019,0.1574
0.0021,0.0522,0.0,0.0373,0.0067,0.0209,0.8846,11.9658,0.2894,0.3809,0.0023,0.0692,0.1154
0.0008,0.035,0.0,0.0311,0.0011,0.0088,0.9766,2.9761,0.2441,0.2963,0.0215,0.0141,0.0234
0.0015,0.0381,0.0,0.0381,0.0068,0.0191,0.8605,14.9359,0.4467,0.1932,0.6323,0.093,0.1395
0.007,0.0553,0.0119,0.0513,0.0079,0.03,0.8972,10.3236,0.3111,0.2097,0.0091,0.0374,0.1028
0.0392,0.2577,0.0472,0.1484,0.0617,0.093,0.6496,24.9958,0.3726,0.5157,0.0471,0.1971,0.3504
0.0044,0.1595,0.0064,0.1276,0.0163,0.0489,0.8476,12.2496,0.4429,0.2756,0.0213,0.0667,0.1524
0.0024,0.1076,0.0,0.0789,0.0145,0.0314,0.8088,19.4915,0.4525,0.3931,0.0115,0.1324,0.1912
0.0023,0.0705,0.0109,0.0488,0.0036,0.0129,0.9051,9.504,0.4694,0.3912,0.1501,0.0474,0.0949
0.0517,0.2977,0.0395,0.1567,0.2303,0.1121,0.3252,36.25,0.4194,0.5594,0.0064,0.6988,0.6748
0.2103,0.3707,0.1495,0.2286,0.3363,0.243,0.3333,36.97,0.6288,0.5174,0.0143,0.5375,0.6667
0.0046,0.1164,0.0117,0.0931,0.0112,0.0403,0.873,12.0738,0.4544,0.3027,0.006,0.0238,0.127
0.0026,0.0468,0.0,0.0351,0.0096,0.0221,0.873,12.0738,0.4869,0.3771,0.006,0.0873,0.127
0.0038,0.0693,0.0,0.0567,0.0096,0.0284,0.8707,11.1163,0.3346,0.3328,0.0093,0.069,0.1293
0.0164,0.2917,0.0445,0.1105,0.2482,0.1112,0.3407,41.53,0.4158,0.4285,0.0043,0.5393,0.6593
0.0087,0.087,0.0058,0.0522,0.0096,0.0375,0.864,12.1333,0.5855,0.3253,0.0065,0.048,0.136
0.0025,0.0473,0.0,0.0237,0.0091,0.0195,0.8615,11.6714,0.4925,0.393,0.0058,0.1,0.1385
0.0027,0.1124,0.0,0.0899,0.0151,0.0386,0.8417,16.9811,0.4132,0.3757,0.0167,0.0667,0.1583
0.0204,0.3156,0.0203,0.1477,0.2412,0.1096,0.3306,36.66,0.4557,0.5212,0.0042,0.6667,0.6694
0.0041,0.0572,0.0072,0.0572,0.0113,0.0246,0.8018,17.0206,0.3815,0.342,0.1279,0.1441,0.1982
0.0216,0.405,0.0437,0.1736,0.2816,0.1229,0.3407,41.53,0.452,0.6001,0.0043,0.6517,0.6593
0.0015,0.0547,0.0,0.0547,0.0091,0.0208,0.8721,8.4912,0.2951,0.1914,0.5991,0.0814,0.1279
0.0152,0.2857,0.0134,0.1462,0.2428,0.0987,0.2957,37.98,0.3844,0.4879,0.0043,0.6914,0.7043
0.0007,0.0183,0.0,0.0183,0.0009,0.0055,0.9758,1.0804,0.2577,0.38,0.1069,0.0198,0.0242
0.0085,0.3632,0.0333,0.1585,0.2576,0.1042,0.3407,41.53,0.1958,0.5518,0.0043,0.6629,0.6593
0.0044,0.1185,0.0,0.0873,0.0247,0.0415,0.7568,17.0016,0.4077,0.3252,0.6866,0.1261,0.2432
0.0015,0.005,0.0,0.005,0.0021,0.0102,0.9268,7.6923,0.36,0.1522,0.2299,0.0488,0.0732
0.0039,0.0533,0.0,0.0467,0.0097,0.0251,0.8333,13.9276,0.2561,0.3075,0.0062,0.1204,0.1667
0.0051,0.1927,0.0072,0.1356,0.0332,0.0487,0.7705,13.9415,0.4821,0.3199,0.5958,0.1721,0.2295
0.0007,0.0309,0.0034,0.024,0.0012,0.0074,0.9783,2.2336,0.4433,0.4124,0.5166,0.0119,0.0217
0.0048,0.1951,0.0136,0.1346,0.0168,0.0559,0.855,9.4942,0.4873,0.3175,0.6769,0.0458,0.145
0.015,0.1381,0.0293,0.1163,0.0165,0.055,0.8492,10.9547,0.5312,0.4219,0.007,0.0476,0.1508
0.0078,0.1838,0.0206,0.1429,0.0168,0.0647,0.8492,10.9547,0.5908,0.3811,0.007,0.0476,0.1508
0.0062,0.1151,0.0083,0.0987,0.0138,0.0406,0.8492,10.9547,0.4882,0.4339,0.007,0.0635,0.1508
0.0051,0.1495,0.012,0.1196,0.017,0.0475,0.8421,14.0311,0.3365,0.3246,0.0071,0.0451,0.1579
0.0039,0.0839,0.0,0.0719,0.0086,0.0329,0.8783,13.0,0.4344,0.2916,0.9259,0.0522,0.1217
0.0047,0.1399,0.0,0.1066,0.0181,0.0475,0.8125,18.3163,0.3822,0.3355,0.0858,0.1071,0.1875
0.002,0.0481,0.0,0.0481,0.0091,0.0237,0.8667,11.6857,0.2702,0.2842,0.7888,0.0857,0.1333
0.0034,0.0582,0.0053,0.0476,0.0091,0.0261,0.8534,14.2653,0.1633,0.2516,0.1122,0.0948,0.1466
0.0018,0.0465,0.0042,0.0423,0.0031,0.0112,0.9529,4.2315,0.4044,0.4048,0.0879,0.0282,0.0471
0.0044,0.087,0.0117,0.087,0.008,0.0326,0.9,10.0,0.2695,0.2653,0.0005,0.0333,0.1
0.0038,0.0498,0.0,0.0498,0.0095,0.0261,0.8624,13.6781,0.3504,0.268,0.0128,0.0734,0.1376
0.0006,0.0154,0.0,0.0116,0.0008,0.0049,0.9765,2.8571,0.3514,0.3801,0.0106,0.0176,0.0235
0.0027,0.0692,0.0,0.0539,0.0081,0.0264,0.8779,13.6364,0.3888,0.2357,0.0863,0.0611,0.1221
0.0039,0.0572,0.0044,0.0484,0.0073,0.0299,0.8972,10.7779,0.2587,0.1889,0.0422,0.0467,0.1028
0.0013,0.0075,0.0,0.0075,0.0004,0.0108,0.9921,0.0,0.2923,0.3201,0.0005,0.0031,0.0079
0.0049,0.1919,0.0138,0.1645,0.0198,0.0569,0.8462,16.388,0.616,0.3222,0.0076,0.0684,0.1538
0.0041,0.0898,0.007,0.0898,0.0097,0.0286,0.8649,11.0824,0.1946,0.3177,0.0102,0.0631,0.1351
0.0047,0.1247,0.0074,0.1173,0.0099,0.0383,0.8984,9.9725,0.3817,0.3294,0.0132,0.0391,0.1016
0.0032,0.0422,0.0039,0.0422,0.0021,0.0129,0.9688,3.081,0.4561,0.3641,0.169,0.0089,0.0312
0.0016,0.0491,0.0038,0.0454,0.0015,0.0118,0.9742,2.758,0.362,0.3205,0.0564,0.0117,0.0258
0.005,0.0867,0.0135,0.0867,0.0084,0.0347,0.886,12.7562,0.1544,0.3226,0.0481,0.0614,0.114
0.0029,0.1552,0.0082,0.147,0.0108,0.0399,0.8908,10.4833,0.216,0.3553,0.6652,0.0504,0.1092
0.025,0.2548,0.0564,0.1429,0.2424,0.1116,0.3306,36.66,0.3897,0.4869,0.0046,0.6049,0.6694
0.004,0.1034,0.0058,0.0919,0.0109,0.0387,0.8727,9.9148,0.5006,0.3042,0.0108,0.0636,0.1273
0.0248,0.3266,0.0644,0.1491,0.2724,0.1162,0.328,36.12,0.5022,0.525,0.0646,0.6548,0.672
0.008,0.2918,0.0274,0.1289,0.2179,0.0869,0.3226,51.72,0.4574,0.5106,0.0054,0.7143,0.6774
0.0042,0.1245,0.0,0.1008,0.0132,0.0453,0.8814,12.799,0.5526,0.3424,0.0105,0.0424,0.1186
0.0047,0.078,0.0,0.054,0.0201,0.037,0.7647,22.5652,0.2644,0.302,0.9056,0.1176,0.2353
0.0025,0.0702,0.0,0.0702,0.0059,0.0264,0.9091,8.1411,0.3755,0.294,0.0096,0.0545,0.0909
0.0469,0.4583,0.047,0.2097,0.2976,0.1396,0.3407,41.53,0.4027,0.6326,0.0043,0.6292,0.6593
0.003,0.0645,0.005,0.0645,0.0188,0.0315,0.7792,13.8499,0.3989,0.1952,0.0524,0.1299,0.2208
0.0035,0.0896,0.0053,0.0685,0.0129,0.0358,0.8571,8.4714,0.3234,0.2147,0.0643,0.0769,0.1429
0.0077,0.1256,0.0,0.1099,0.0214,0.0714,0.8456,13.1115,0.4217,0.4111,0.0161,0.0882,0.1544
0.0444,0.3321,0.0352,0.1457,0.2491,0.1305,0.3407,41.53,0.4226,0.505,0.0043,0.5955,0.6593
0.0026,0.0632,0.0,0.0558,0.0085,0.029,0.8682,13.2743,0.5195,0.2422,0.1187,0.0465,0.1318
0.0027,0.0851,0.0,0.0426,0.0117,0.0275,0.8682,13.2743,0.3248,0.3766,0.1187,0.0698,0.1318
0.0051,0.0628,0.0074,0.0628,0.0022,0.0197,0.9646,3.0773,0.3857,0.3814,0.1521,0.0152,0.0354
0.0883,0.3965,0.0983,0.1952,0.3267,0.1627,0.3407,41.53,0.4815,0.5505,0.0043,0.5506,0.6593
0.0027,0.0841,0.0077,0.0688,0.0101,0.0316,0.8843,13.2075,0.5011,0.2347,0.0216,0.0496,0.1157
0.0027,0.0491,0.0,0.0368,0.0095,0.0178,0.8596,15.8416,0.4401,0.3989,0.048,0.1228,0.1404
0.0017,0.0764,0.0,0.0688,0.0135,0.0432,0.8505,10.1409,0.2009,0.195,0.612,0.0841,0.1495
0.0162,0.2727,0.0345,0.1136,0.2343,0.0741,0.3333,36.25,0.3683,0.6022,0.0047,0.7683,0.6667
0.0018,0.0787,0.0,0.0688,0.0088,0.0263,0.8824,11.0155,0.3602,0.2814,0.0214,0.0588,0.1176
0.0022,0.101,0.0,0.0891,0.0095,0.0339,0.8824,11.0155,0.393,0.3427,0.0214,0.0588,0.1176
0.0046,0.1622,0.0099,0.1131,0.016,0.0543,0.8832,11.0398,0.4493,0.2833,0.0005,0.0438,0.1168
0.005,0.107,0.0108,0.107,0.0191,0.0393,0.8667,10.6,0.4407,0.363,0.0006,0.0741,0.1333
0.0033,0.071,0.0,0.0621,0.0161,0.039,0.8226,16.6667,0.3081,0.2297,0.1441,0.0968,0.1774
0.0022,0.0863,0.0,0.0748,0.0131,0.0379,0.8527,12.5639,0.3006,0.288,0.2053,0.1008,0.1473
0.0014,0.0311,0.0039,0.0233,0.0006,0.0089,0.9812,2.3529,0.5534,0.3371,0.21,0.0094,0.0188
0.0013,0.0196,0.0049,0.0147,0.0014,0.0053,0.96,4.9563,0.5212,0.3464,0.2134,0.0306,0.04
0.0107,0.2293,0.0311,0.1014,0.2102,0.0811,0.3407,41.53,0.5833,0.3928,0.0043,0.6517,0.6593
0.0093,0.3175,0.0214,0.1693,0.2736,0.0861,0.3407,41.53,0.575,0.6501,0.0043,0.7191,0.6593
0.0333,0.2782,0.0522,0.1226,0.2498,0.1083,0.3407,41.53,0.3187,0.4281,0.0043,0.5618,0.6593
0.0602,0.3986,0.1018,0.1684,0.3091,0.1652,0.3407,41.53,0.4974,0.5335,0.0043,0.4831,0.6593
0.0307,0.2298,0.0223,0.0972,0.2212,0.1017,0.3788,43.26,0.3497,0.3848,0.0053,0.561,0.6212
0.186,0.3314,0.1246,0.2191,0.3405,0.2216,0.3305,37.27,0.716,0.4817,0.0067,0.5316,0.6695
0.0026,0.0355,0.004,0.0316,0.0051,0.0215,0.9055,10.6796,0.2114,0.2095,0.0075,0.0394,0.0945
0.0083,0.2995,0.0108,0.1497,0.2516,0.0787,0.3407,41.53,0.5636,0.6294,0.0043,0.7416,0.6593
0.0031,0.1076,0.0042,0.0745,0.0232,0.0418,0.7778,24.0385,0.2074,0.2615,0.025,0.1026,0.2222
0.1069,0.4607,0.1194,0.2237,0.3372,0.1944,0.3407,41.53,0.544,0.5743,0.0043,0.4831,0.6593
0.0042,0.1173,0.0049,0.0977,0.0154,0.0438,0.8512,14.2172,0.3246,0.2741,0.0243,0.0826,0.1488
0.0138,0.2541,0.0112,0.1547,0.2475,0.0637,0.3407,41.53,0.4601,0.604,0.0043,0.7978,0.6593
0.0065,0.065,0.0094,0.0511,0.0142,0.0329,0.8468,12.8033,0.2228,0.272,0.0255,0.0726,0.1532
0.0097,0.3352,0.0226,0.2011,0.2327,0.0889,0.2895,37.98,0.4481,0.6151,0.0074,0.7407,0.7105
0.001,0.0974,0.0075,0.0974,0.0026,0.0192,0.9704,2.7362,0.2269,0.3711,0.0079,0.0148,0.0296
0.0013,0.0217,0.0044,0.0174,0.0026,0.0067,0.9577,4.5685,0.2302,0.3903,0.0018,0.0312,0.0423
0.0039,0.0929,0.0049,0.088,0.009,0.0347,0.8968,8.5805,0.2874,0.2307,0.821,0.0476,0.1032
0.0024,0.0206,0.0,0.0206,0.0053,0.0161,0.8968,8.5805,0.3546,0.3305,0.821,0.0873,0.1032
0.0292,0.2109,0.031,0.1011,0.1964,0.0914,0.2793,38.69,0.3114,0.354,0.0048,0.6125,0.7207
