BLEU,ROUGE1,ROUGE2,ROUGEL,METEOR,GLEU,Repetition Rate,Flesch Reading Ease,CoSIM,BERT Score,Toxicity,Novelty,Diversity
0.0321,0.2905,0.068,0.1689,0.3219,0.072,0.4627,57.5,0.4204,0.6274,0.0016,0.7664,0.5373
0.1727,0.5057,0.2085,0.3142,0.4049,0.2029,0.4126,72.26,0.5679,0.5654,0.0005,0.6033,0.5874
0.1491,0.4402,0.1858,0.2609,0.3976,0.1891,0.492,62.27,0.7385,0.6578,0.0015,0.6142,0.508
0.2831,0.5651,0.2914,0.3489,0.4219,0.3103,0.4274,59.84,0.8628,0.7285,0.0017,0.4859,0.5726
0.1383,0.5067,0.1823,0.2507,0.4146,0.196,0.437,57.71,0.7722,0.704,0.0028,0.5524,0.563
0.1498,0.3851,0.2109,0.3041,0.4503,0.1653,0.496,43.43,0.5768,0.6633,0.0004,0.632,0.504
0.2295,0.5747,0.289,0.3276,0.5244,0.2604,0.4664,49.86,0.8154,0.7569,0.0087,0.5185,0.5336
0.2782,0.5864,0.3211,0.3717,0.5317,0.3026,0.498,57.91,0.873,0.7295,0.0007,0.4127,0.502
0.2271,0.478,0.3038,0.2327,0.2379,0.2434,0.5447,50.57,0.7408,0.6984,0.0041,0.2276,0.4553
0.3421,0.688,0.4075,0.2987,0.6182,0.3707,0.4418,52.29,0.8027,0.7693,0.0022,0.4029,0.5582
0.3001,0.5577,0.3739,0.4676,0.518,0.3149,0.46,57.91,0.9175,0.7639,0.0446,0.4741,0.54
0.1517,0.4625,0.2175,0.3063,0.4783,0.1815,0.5,59.84,0.6345,0.6683,0.0005,0.5242,0.5
0.3083,0.5389,0.3795,0.4012,0.2723,0.3164,0.5317,61.87,0.7954,0.7516,0.0008,0.2103,0.4683
0.2557,0.5277,0.3183,0.3166,0.4399,0.2816,0.4861,62.82,0.8183,0.6991,0.0043,0.4806,0.5139
0.2598,0.6116,0.2992,0.3747,0.5038,0.2859,0.4339,60.65,0.9123,0.7177,0.0098,0.5255,0.5661
0.2034,0.484,0.2796,0.3559,0.517,0.2215,0.4622,52.29,0.7106,0.6904,0.0005,0.5868,0.5378
0.2956,0.6166,0.349,0.4041,0.5156,0.3246,0.4542,47.01,0.8847,0.7596,0.0014,0.4818,0.5458
0.0571,0.3165,0.0881,0.2088,0.3932,0.0994,0.4862,57.81,0.6278,0.65,0.0012,0.7154,0.5138
0.3012,0.5617,0.3913,0.3395,0.2969,0.3121,0.5221,52.49,0.5918,0.7301,0.0085,0.2289,0.4779
0.1397,0.4929,0.1937,0.272,0.4229,0.1838,0.4498,58.11,0.6152,0.7157,0.0065,0.6058,0.5502
0.282,0.5895,0.3439,0.3526,0.5304,0.3084,0.4365,63.19,0.8099,0.7557,0.0014,0.4507,0.5635
0.2814,0.5382,0.3545,0.3987,0.5637,0.2906,0.469,51.58,0.8045,0.6567,0.0004,0.4833,0.531
0.2788,0.6075,0.3459,0.3763,0.5002,0.3091,0.4427,58.52,0.8908,0.758,0.0024,0.4752,0.5573
0.1716,0.527,0.262,0.3556,0.504,0.1982,0.444,59.23,0.8168,0.7542,0.0017,0.5612,0.556
0.2304,0.5362,0.2573,0.3382,0.4127,0.2745,0.4462,58.01,0.8293,0.7229,0.0158,0.5468,0.5538
0.0739,0.4106,0.1357,0.2111,0.1969,0.1198,0.5117,61.06,0.5976,0.645,0.0005,0.3086,0.4883
0.3253,0.6015,0.3566,0.3959,0.5306,0.3491,0.4449,49.55,0.808,0.7464,0.0013,0.4632,0.5551
0.2551,0.5722,0.2961,0.4056,0.4974,0.2809,0.4677,58.11,0.8245,0.7426,0.0122,0.4848,0.5323
0.1688,0.4387,0.2403,0.3097,0.2414,0.1819,0.5059,66.57,0.5627,0.6987,0.0117,0.3043,0.4941
0.1671,0.5263,0.2061,0.3102,0.4629,0.2076,0.4722,59.74,0.8218,0.7148,0.0009,0.5564,0.5278
0.1069,0.4213,0.1126,0.2187,0.3484,0.16,0.4585,63.73,0.7904,0.6598,0.0036,0.6715,0.5415
0.1622,0.4431,0.2291,0.3015,0.2145,0.1832,0.5551,53.41,0.7924,0.6504,0.0045,0.2362,0.4449
0.3357,0.6085,0.3617,0.455,0.5195,0.3537,0.4622,60.24,0.789,0.7772,0.039,0.4222,0.5378
0.0308,0.3514,0.0544,0.1622,0.3711,0.0795,0.4506,58.01,0.7525,0.6412,0.0017,0.705,0.5494
0.1812,0.5389,0.2292,0.3368,0.4445,0.2263,0.4498,58.21,0.7294,0.6685,0.0006,0.5547,0.5502
0.2492,0.593,0.2981,0.3666,0.4885,0.2812,0.4675,53.41,0.8816,0.7336,0.0493,0.4351,0.5325
0.2188,0.5113,0.3127,0.3819,0.2236,0.2335,0.5538,52.29,0.6708,0.6648,0.0046,0.2151,0.4462
0.1103,0.48,0.1233,0.2507,0.1738,0.1636,0.5221,62.27,0.7161,0.6466,0.0005,0.2771,0.4779
0.2573,0.5769,0.2657,0.399,0.4803,0.2952,0.4506,59.64,0.679,0.7031,0.0007,0.4892,0.5494
0.2175,0.5613,0.2849,0.3215,0.4831,0.2505,0.4603,57.61,0.7841,0.7246,0.0019,0.5441,0.5397
0.1147,0.4131,0.1063,0.2015,0.1679,0.1687,0.5119,63.09,0.7111,0.6009,0.0037,0.2659,0.4881
0.2379,0.5731,0.2882,0.3743,0.4754,0.2687,0.4618,45.46,0.8258,0.7507,0.0016,0.4776,0.5382
0.2606,0.5643,0.3344,0.326,0.5209,0.2738,0.4839,52.9,0.6146,0.7024,0.0004,0.4844,0.5161
0.2598,0.5443,0.3815,0.4404,0.5679,0.2724,0.4941,58.01,0.7436,0.7518,0.0005,0.4844,0.5059
0.1419,0.4762,0.2045,0.2667,0.4287,0.1766,0.5,62.27,0.7739,0.7052,0.0004,0.5794,0.5
0.2273,0.4969,0.325,0.3043,0.52,0.2396,0.4902,62.38,0.8278,0.7102,0.0129,0.5462,0.5098
0.338,0.6064,0.4164,0.4257,0.6371,0.3509,0.4355,58.01,0.7006,0.7591,0.0061,0.4643,0.5645
0.0706,0.5294,0.1356,0.2773,0.3568,0.1475,0.3989,64.85,0.6003,0.5387,0.0005,0.6018,0.6011
0.1015,0.3899,0.1772,0.2138,0.4167,0.1337,0.4722,59.53,0.7537,0.6618,0.0035,0.6692,0.5278
0.278,0.5749,0.2961,0.4058,0.4561,0.3177,0.4777,47.42,0.6271,0.7211,0.001,0.4806,0.5223
0.194,0.4858,0.254,0.3281,0.5532,0.2097,0.4704,58.11,0.7832,0.7295,0.0005,0.5896,0.5296
0.3491,0.6026,0.3969,0.374,0.5174,0.3682,0.468,57.61,0.8435,0.7094,0.0057,0.3985,0.532
0.3114,0.5591,0.3351,0.4086,0.5096,0.326,0.464,62.38,0.6979,0.7126,0.0051,0.4627,0.536
0.3214,0.5722,0.352,0.4278,0.2632,0.3333,0.5221,60.55,0.7395,0.6815,0.007,0.2048,0.4779
0.2489,0.5269,0.2811,0.3333,0.469,0.2724,0.4545,63.49,0.7119,0.6969,0.0023,0.5145,0.5455
0.3111,0.5774,0.3377,0.3885,0.4819,0.3347,0.4556,58.82,0.8101,0.7172,0.0036,0.4519,0.5444
0.0854,0.3412,0.095,0.1942,0.1113,0.1309,0.5813,24.1107,0.4411,0.5539,0.0009,0.2724,0.4187
0.3472,0.6759,0.3767,0.3194,0.4813,0.3783,0.488,60.14,0.7659,0.7181,0.0105,0.3594,0.512
0.3419,0.5905,0.3493,0.419,0.4523,0.3677,0.49,58.32,0.8515,0.7433,0.0012,0.3828,0.51
0.2833,0.5587,0.3097,0.376,0.4598,0.3073,0.4435,60.55,0.7476,0.7092,0.0017,0.4928,0.5565
0.1781,0.443,0.2492,0.2997,0.1996,0.1951,0.502,52.8,0.6564,0.6935,0.0064,0.302,0.498
0.2041,0.4365,0.2623,0.2866,0.4976,0.2182,0.494,38.76,0.7547,0.6975,0.0285,0.5556,0.506
0.2644,0.5641,0.3209,0.3533,0.2029,0.285,0.5608,61.67,0.8842,0.7244,0.0004,0.1843,0.4392
0.2413,0.5571,0.3193,0.2618,0.4896,0.2699,0.4228,61.67,0.7176,0.7315,0.0155,0.5211,0.5772
0.2072,0.5364,0.2667,0.3113,0.4582,0.246,0.4389,57.61,0.8381,0.6842,0.0018,0.5,0.5611
0.3075,0.6684,0.399,0.3916,0.4993,0.3419,0.4822,55.37,0.8246,0.7423,0.0054,0.3969,0.5178
0.2313,0.5476,0.3353,0.3631,0.5504,0.2505,0.4355,47.32,0.7482,0.7197,0.0089,0.5571,0.5645
0.217,0.5559,0.2709,0.3496,0.5218,0.2495,0.4683,60.24,0.7612,0.7035,0.0006,0.5075,0.5317
0.2955,0.5803,0.3542,0.3316,0.5968,0.3191,0.4348,57.61,0.7973,0.7445,0.0008,0.5035,0.5652
0.1705,0.4424,0.2257,0.2492,0.4957,0.192,0.4694,50.57,0.5871,0.673,0.0025,0.5692,0.5306
0.2299,0.5658,0.2817,0.3249,0.5192,0.2589,0.3917,50.16,0.8853,0.7364,0.0397,0.5685,0.6083
0.2111,0.4351,0.2876,0.3571,0.2568,0.222,0.5385,55.78,0.731,0.6193,0.002,0.251,0.4615
0.2189,0.4635,0.2147,0.2917,0.3645,0.2515,0.4204,58.32,0.6468,0.6775,0.0024,0.5845,0.5796
0.2008,0.5173,0.2306,0.2987,0.4749,0.2334,0.46,57.4,0.7699,0.6871,0.0824,0.563,0.54
